date,content,source,user_name,followers,handle,location,country,link,tags,replies,reposts,likes,views,included_url
2025-02-21,"Proud of @pecci_federica1 for her amazing talk at #TTLC25 on our collaborative study comparing #MET TKIs vs #ICI for pts w/ METex14 #NSCLC. Co-led w/ 
@LeXiuning this work provides key insights for personalized tx strategies for MET+ NSCLC. @MDAndersonNews & @DanaFarberNews.",x.com,"Biagio Ricciuti, MD PhD",1418,@BiagioRicciutMD,"Boston, MA",United States,https://x.com/BiagioRicciutMD/status/1893084271859896733,"#TTLC25, #MET, #ICI, #NSCLC",1,6,12,458,
2025-02-21,"#TTLC25 Just because it’s rare,  it doesn’t mean you can’t find it. Great presentation by @alexdrilon
 
@MSKCancerCenter on Targeting Rare Oncogenic Drivers in #lungcancer - #LTKfusion , RAS, MTAP deletion. #lcsm @IASLC",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893089680029065373,"#TTLC25, #LTKfusion, #lcsm",0,0,1,153,
2025-02-21,"@TejasPatilMD with a great review of the state of affairs and future directions in ALK fusion positive NSCLC at #TTLC25. 
@CUCancerCenter @ALKPositiveinc",x.com,Urs Weber MD,556,@UrsWeberMD,"Denver, CO",United States,https://x.com/UrsWeberMD/status/1893089847251796013,#TTLC25,0,1,5,77,
2025-02-21,"Dr. @TejasPatilMD presenting poignant considerations in managing #ALK #NSCLC . How should we be risk stratifying pts? QOL indices matter and how can we do better by our patients. #lcam #lcsm @IASLC
 #TTLC25 @ALKPositiveinc @ALKpositiveINT",x.com,"Jennifer A. Marks, MD",1735,@jennifermarksmd,"Boston, MA",United States,https://x.com/jennifermarksmd/status/1893094667643670582,"#ALK, #NSCLC, #lcam, #lcsm, #TTLC25",0,1,7,185,
2025-02-21,"Great discussion by @TejasPatilMD on expanding frontiers in #ALK+ NSCLC, including identifying molecular predictors of worse outcomes w/ ALK TKIs, intensification strategies to address drug-tolerant persister cells, and important quality of life considerations #TTLC25",x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1893095164933009901,"#ALK, #TTLC25",0,0,2,99,
2025-02-21,#TTLC25 One of my favorite cofellows @UPennCancer and most stylish thoracic oncologist Dr Jeremy Cetnar @OHSUKnight provides update on current RET inhibitors and next line of therapies . #lcsm @IASLC @jeremy68550000,x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893099614150054289,"#TTLC25, #lcsm",0,1,5,224,
2025-02-21,"This was by far my favorite session of #TTLC25 @IASLC. A great chance to learn from each other. Already looking forward to next year’s breakfast. 
@CharuAggarwalMD @HornLeora @BrunaPellini @ErinGillaspie @ReckampK",x.com,"Lauren Averett Byers, MD",2179,@LaurenByersMD,"Houston, TX",United States,https://x.com/LaurenByersMD/status/1893102385410515309,#TTLC25 ,0,1,6,192,
2025-02-21,Great debate b/w @JessicaJLinMD & #JaredWeiss  on targeted therapies in #adjuvant setting for early-stage #NSCLC. Important to note biological differences b/w different molecular subsets so difficult to extrapolate ADAURA & ALINA findings to other drivers such as KRAS G12C #TTLC25,x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1893115397517324360,"#JaredWeiss, #adjuvant, #NSCLC, #TTLC25",0,0,2,44,
2025-02-21,"Proud of my amazing first-year continuity clinic fellow, Dr. Parma, for receiving the @IASLC #TTLC25 Education Award to present our real-world experience on small cell lung cancer.
@BZhangMD @LaurenByersMD @LeXiuning @MDAndersonNews",x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1893122048722977085, #TTLC25,2,1,8,88,
2025-02-21,"Do you treat all patients with atypical EGFR mutations with the same TKI? 
@ABarsouk presents our retrospective ATOMIC study at #TTLC @IASLC suggesting that the type of atypical mutation should drive our TKI choice. 
@PennCancer @CharuAggarwalMD @CoreyLangerMD
 
Awesome job! ",x.com,Melina Marmarelis,1615,@MMarmarelis,PA,United States,https://x.com/MMarmarelis/status/1893070810165776388,#TTLC,1,7,14,1400,
2025-02-20,"Thank you @MMarmarelis @CoreyLangerMD @CharuAggarwalMD @IASLC @PennIMResidents
 for making this research possible! #LungCancer patients deserve #PrecisionOncology",x.com,Adam Barsouk,269,@ABarsouk,"Philidelphi, PA",United States,https://x.com/ABarsouk/status/1893100675808272703," #LungCancer, #PrecisionOncology",0,1,4,415,
2025-02-21,"The best part of being in thoracic oncology is belonging to an incredible community of women who are making a difference every day

#WomenInThoracicOncology 
@IASLC
 #TTLC2025",x.com,"Ivy Riano, M.D.",2666,@IvyLorena_Md,NH,United States,https://x.com/IvyLorena_Md/status/1892970334535471185,"#WomenInThoracicOncology, #TTLC2025",1,2,30,1200,
2025-02-21,"Excellent overview of BRAFmt lung cancer biology, comparison of approved combinations, and overview of several interesting compounds in development by Dr Kathryn Arbour

@iaslc.bsky.social
 #lcsm #TTLC25",https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3lipee6rjrk23," #lcsm , #TTLC25",0,1,4,,
2025-02-21,"Excellent presentation by Dr Rebecca Heist on the nuances of bringing KRAS G12C inhibitors into the 1L

#TTLC25 
@iaslc.bsky.social
 #lcsm",https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3lipixe7sgk2i,"#TTLC25, #lcsm",0,2,4,,
2025-02-21,…and great panel discussion on the future of targeting RAS/ RAF with excellent moderation by Drs Natalie Vokes (@nivokes.bsky.social) and Alex Spira,https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3lipje42bo22i,,0,0,0,,
2025-02-21,"Exciting presentations by Drs Michael Cheng, Hina Khan, and Ramaswamy Govindan at #TTLC25 on new RAS inhibitors in development in thoracic cancers

#lcsm #oncsky 
@iaslc.bsky.social",https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3lipcykyqdk23,"#TTLC25, #lcsm, #oncsky ",1,0,1,,
2025-02-21,"As my friend and fellow @alkpositive.bsky.social
  Board Member Summer Farmen says at @iaslc.bsky.social
 #TTLC25:
We are your reminders of why quality of life matters and why we can’t be complacent even in the face of great clinical trial data.
#LCSM 
@sunonmyhip.bsky.social",https://bsky.app/,Yvonne Diaz,374,@yvonnediaz.bsky.social,,United Kingdom,https://bsky.app/profile/yvonnediaz.bsky.social/post/3lioxf4agds2e,"#TTLC25, #LCSM ",1,3,3,,
2025-02-21,"So grateful for Summer Farmen’s incredible advocacy and support at  
@iaslc.bsky.social
  #TTLC25. Fantastic keynote. Thank you 
@sunonmyhip.bsky.social
",https://bsky.app/,ALK Positive Inc,216,@alkpositive.bsky.social,,,https://bsky.app/profile/alkpositive.bsky.social/post/3liphigdjps2q,#TTLC25,0,0,0,,
2025-02-21,"Get ready for the first-ever #TTLC25 discussion on the demographics of lung cancer, with a special focus on young adults.  Let’s take a trip down #history and see how far we’ve come.  #LungCancerAwareness #YoungAdults #MedicalMilestones",https://bsky.app/,Florez Lab,60,@florezlab.bsky.social,,United States,https://bsky.app/profile/florezlab.bsky.social/post/3lipno2dvsk2a,"#TTLC25, #history, #LungCancerAwareness , #YoungAdults, #MedicalMilestones",0,0,0,,
2025-02-21,"From psychosocial needs to fertility, sexual health, treatment impact, and timely diagnostics – we’re tackling it all! #LungCancerAwareness #YoungAdults #MedicalResearch #InnovativeStudies #womeninstem #TTLC25",https://bsky.app/,Florez Lab,60,@florezlab.bsky.social,,United States,https://bsky.app/profile/florezlab.bsky.social/post/3lippyjb3ek26,"#LungCancerAwareness, #YoungAdults, #MedicalResearch, #InnovativeStudies, #womeninstem, #TTLC25",0,0,0,,
2025-02-21,"Always nice to meet #LCSM #friends from around the #world! Thanks 
@iaslc.bsky.social #TTLC25 for providing platform for collaborations, discussions & just hanging out! 
@vamsivelcheti.bsky.social
 @aaronmansfield.bsky.social
@elaineshummd.bsky.social
  and many others! @apoddc @apclc @CUHKMedicine",https://bsky.app/,Dr. Herbert Loong,13,@herbloongmd.bsky.social,,China,https://bsky.app/profile/herbloongmd.bsky.social/post/3lipsa6tfjs23,"#LCSM, #friends, #world, #TTLC25",0,0,0,,
2025-02-21,"Great and well-researched debate by Drs Jessica Lin and Jared Weiss - should TKIs be moved to the adjuvant setting?

#TTLC25 
@iaslc.bsky.social
 #lcsm",https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3liqq2q35ns24,"#TTLC25, #lcsm",0,0,0,,
2025-02-21,"Justin Kim (MD-to-be) and Sara Walton (MPH student) presenting on the defining features of NUT carcinoma at #TTLC25 
#lcsm #oncsky 
Thanks to our collaborators on this effort",https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3liqr7jinds24,"#TTLC25, #lcsm, #oncsky ",0,0,0,,
2025-02-21,"Wonderful talk brimming with words of wisdom by Dr Heather Wakelee at the  
@iaslc.bsky.social
  #TTLC25 faculty dinner",https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3liqtbvfids24,  #TTLC25 ,0,0,0,,
2025-02-21,"#TTLC25 ⁦@IASLC
⁩ Meeting with awesome colleagues!",x.com,Dr. Nagla Abdel Karim,2514,@NaglaAKarimMD,VA,United States,https://x.com/NaglaAKarimMD/status/1893138401907605666,#TTLC25,0,0,14,241,
2025-02-21,"@drshieldsmd & @TheShieldsLab presenting interesting data on key predictive biomarker for Lurbinectidin response 
Upregulation ISL1 RNA & protein expression durable response
more validation work & clinical trial to come  
@SclcSMASHERS #TTLC25 @IUCancerCenter",x.com,Mya Tran,110,@MyaPrecisionG,"Indianapolis, IN",United States,https://x.com/MyaPrecisionG/status/1893140146028962138, #TTLC25 ,2,2,6,190,
2025-02-21,"Exciting news! The future co-chairs of #TTLC have been announced!
Congrats to @ShirishGadgeel & @LeXiuning, and a huge thank you to @CharuAggarwalMD & @JoelNealMD for making #TTLC25 and past meetings so welcoming for early-career faculty!!",x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1893154167281103245,"#TTLC, #TTLC25",0,0,11,328,
2025-02-21,"Amazing discussion LIVE with Drs. Weiss and @JessicaJLinMD
 about their debate about the role of targeted therapy in early stage non-small cell lung cancer. 

Insights 
Thoughts
Data 

My cup is full - what a honor to learn from leaders in the field these last 3 days 

#TTLC25",x.com,"Narjust Florez, MD, FASCO",24100,@NarjustFlorezMD,"Boston, MA",United States,https://x.com/NarjustFlorezMD/status/1893154570420773110,#TTLC25,0,1,10,487,
2025-02-21,"The @CUCancerCenter connections run deep at @TTLC! 
@SchenkLab ,@DRCamidge, @UrsWeberMD,  et al. #TTLC25 #lcsm",x.com,Tejas Patil,840,@TejasPatilMD,"Denver,CO",United States,https://x.com/TejasPatilMD/status/1893155747552272796,"#TTLC, #TTLC25",1,0,14,276,
2025-02-21,"@HwakeleeMD
@IASLC #TTLC25 One of the most fascinating talks!",x.com,Dr. Nagla Abdel Karim,2514,@NaglaAKarimMD,VA,United States,https://x.com/NaglaAKarimMD/status/1893160600513188177,⁩ #TTLC25,0,0,4,127,
2025-02-21,"After Dr. @HwakeleeMD Keynote @IASLC #TTLC25 with the amazing selfies and describing her journey, had to take this selfie with 
@MMarmarelis @NIVokes who are amazing physicians/leaders and also colleagues on the @ASCO 25 Lung Scientific program committee!",x.com,"Rafeh Naqash, MD",2400,@thenasheffect,"Oklahoma City, OK",United States,https://x.com/thenasheffect/status/1893168967071736055,#TTLC25,0,0,16,322,
2025-02-19,"Will be discussing some aspects of these data on evolving landscape of therapies in early stage lung @TTLC25 
@IASLC Sat Feb22!",x.com,"Rafeh Naqash, MD",2400,@thenasheffect,"Oklahoma City, OK",United States,https://x.com/thenasheffect/status/1892233381372387720,,0,1,13,1100,
2025-02-21,"An inspiring keynote presentation by the one and only @HwakeleeMD, a generous mentor and role model. Her talk beautifully highlighted the power of persistence and partnership in both career and life. A truly remarkable speech, met with standing ovations before and after!

#TTLC25",x.com,Chul Kim,3039,@chulkimMD,Washington DC,United States,https://x.com/chulkimMD/status/1893170661461266452,#TTLC25,0,1,14,382,
2025-02-21,"Wrapping up the day after an amazing poster presentation session. Huge appreciation for everyone that stopped by! 
Our mentor was definitely missed! @ADesaiMD
 I think the debate was settled for now. 
#TTLC25",x.com,Sanad Alhushki,327,@SanadAlhushki,,Kingdom of Jordan,https://x.com/SanadAlhushki/status/1893174027537063944,#TTLC25,0,3,19,530,
2025-02-21,"@DocSamDeshmukh Having seen first hand the efforts you've put in to learn everything from scratch and stepping up everytime despite facing the challenges to come all the way to present at #TTLC25.,

Gotta take some lessons from you to practice the IPD from KM technique.",x.com,"Dr.Sameer Deshmukh,MBBS",1761,@DocSamDeshmukh,"Birmingham, AL",United States,https://x.com/DocSamDeshmukh/status/1893177924846571773,#TTLC25.,0,0,5,195,
2025-02-21,"Surround yourself with women who uplift you, #WomeninThoracicOncology #lcsm 
@iaslc
 #TTLC25",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893190535659298843,"#WomeninThoracicOncology, #lcsm, #TTLC25",0,1,14,268,
2025-02-21,"Congratulations, Dr. Parma - as well as your mentors @lungoncdoc and @BZhangMD!  Well deserved. Great team work. #sclc #LCSM @IASLC",x.com,"Lauren Averett Byers, MD",2179,"Lauren Averett Byers, MD","Houston, TX",United States,https://x.com/LaurenByersMD/status/1893149386328182848,#sclc #LCSM,0,1,8,482,
2025-02-20,"Great talk by my colleague Dr. Triparna Sen about small cell carcinoma transformation at the IASLC slung cancer meeting in Huntington Beach, CA.",x.com,Fred R. Hirsch,3962,@fred_hirsch,"New York City, NY",United States,https://x.com/fred_hirsch/status/1892664889090638086,,0,3,22,924,
2025-02-20,Great seeing Sinai colleagues discussing KRAS targeting therapies in lung cancer i Huntington Beach Conference! Here Dr. Tom Marron and Dr. Raj Veluswamy!,x.com,Fred R. Hirsch,3962,@fred_hirsch,"New York City, NY",United States,https://x.com/fred_hirsch/status/1892996572579025396,,0,0,3,200,
2025-02-20,"Dreaming of the Huntington Beach sunshine 
Congrats to the superb @IASLC communications team for showcasing one of my favourite meetings of the year #TTLC25! 

@CharuAggarwalMD
 
@ReckampK
 
@JoelNealMD
 
@karenkellymd
 
@IASLC",x.com,Jarushka Naidoo,10200,@DrJNaidoo,,United States,https://x.com/DrJNaidoo/status/1892698068383916372,#TTLC25!,0,1,11,1200,
